#Parent, Energy_Parent, Daughter, Energy_Daughter, Partial Lifetime, efrac_1, efrac_2
GAMMA
60ZN, 1004.0199999999999, 0.0, 2.181532403884396e-14
60ZN, 1005.0199999999998, 0.0, 2.181532403884396e-14
60ZN, 2780.02, 0.0, 2.0177553014929033e-14
60ZN, 2781.0200000000004, 0.0, 2.0177553014929033e-14
60ZN, 3120.0200000000004, 0.0, 1.6173078699198978e-14
60ZN, 3121.02, 0.0, 1.6173078699198978e-14
60ZN, 3141.01, 0.0, 3.2821978503041784e-15
60ZN, 3566.0099999999998, 0.0, 3.147381805097308e-15
60ZN, 3739.02, 0.0, 1.2731372473887813e-14
60ZN, 3740.0200000000004, 0.0, 1.2731372473887813e-14
60ZN, 3845.03, 0.0, 1.1895253495138613e-14
60ZN, 4080.02, 0.0, 1.1787041239568782e-14
60ZN, 4081.0200000000004, 0.0, 1.1787041239568782e-14
60ZN, 4143.0199999999995, 0.0, 1.1694477238646861e-14
60ZN, 4144.02, 0.0, 1.1694477238646861e-14
60ZN, 4196.03, 0.0, 1.079584636290574e-14
60ZN, 4396.03, 0.0, 1.0413757505616554e-14
60ZN, 4445.01, 0.0, 3.3001351561794935e-15
60ZN, 4448.02, 0.0, 1.1318235008167826e-14
60ZN, 4449.0199999999995, 0.0, 1.1318235008167826e-14
60ZN, 4644.02, 0.0, 1.121487037024416e-14
60ZN, 4645.0199999999995, 0.0, 1.121487037024416e-14
60ZN, 4696.03, 0.0, 1.0092643894996703e-14
60ZN, 4763.03, 0.0, 1.0042291543085561e-14
60ZN, 4829.009999999999, 0.0, 3.528151570004288e-15
60ZN, 4852.02, 0.0, 1.121219584192147e-14
60ZN, 4853.0199999999995, 0.0, 1.121219584192147e-14
60ZN, 4949.03, 0.0, 1.0013721940941108e-14
60ZN, 5011.03, 0.0, 1.0023786749409882e-14
60ZN, 5065.01, 0.0, 3.721444885509131e-15
60ZN, 5175.0199999999995, 0.0, 1.142154049003106e-14
60ZN, 5176.02, 0.0, 1.142154049003106e-14
60ZN, 5197.03, 0.0, 1.007966121345768e-14
60ZN, 5212.009999999999, 0.0, 3.857313390178153e-15
60ZN, 5321.03, 0.0, 1.018194689303117e-14
60ZN, 5438.0199999999995, 0.0, 1.1723012038042994e-14
60ZN, 5439.02, 0.0, 1.1723012038042994e-14
60ZN, 5442.02, 0.0, 1.1723012038042994e-14
60ZN, 5443.0199999999995, 0.0, 1.1723012038042994e-14
60ZN, 5488.03, 0.0, 1.032829570368278e-14
60ZN, 5492.03, 0.0, 1.032829570368278e-14
60ZN, 5508.009999999999, 0.0, 4.118973447434293e-15
60ZN, 5588.02, 0.0, 1.1961400685105764e-14
60ZN, 5589.02, 0.0, 1.1961400685105764e-14
60ZN, 5588.009999999999, 0.0, 4.236416019180022e-15
60ZN, 5605.02, 0.0, 1.1961400685105764e-14
60ZN, 5606.02, 0.0, 1.1961400685105764e-14
60ZN, 5791.02, 0.0, 1.2345023386098503e-14
60ZN, 5792.0199999999995, 0.0, 1.2345023386098503e-14
60ZN, 5886.03, 0.0, 1.0925042439583057e-14
60ZN, 5919.03, 0.0, 1.102034183702513e-14
60ZN, 5930.0199999999995, 0.0, 1.2681578269078859e-14
60ZN, 5931.02, 0.0, 1.2681578269078859e-14
60ZN, 5993.01, 0.0, 4.788040713610242e-15
60ZN, 6014.02, 0.0, 1.2929186526940226e-14
60ZN, 6015.0199999999995, 0.0, 1.2929186526940226e-14
60ZN, 6049.03, 0.0, 1.122462409447476e-14
60ZN, 6055.0199999999995, 0.0, 1.2929186526940226e-14
60ZN, 6056.02, 0.0, 1.2929186526940226e-14
60ZN, 6058.03, 0.0, 1.122462409447476e-14
60ZN, 6074.0199999999995, 0.0, 1.3060020176987638e-14
60ZN, 6075.02, 0.0, 1.3060020176987638e-14
60ZN, 6135.009999999999, 0.0, 5.031047595352748e-15
