#Parent, Energy_Parent, Daughter, Energy_Daughter, Partial Lifetime, efrac_1, efrac_2
GAMMA
110SN, 1212.02, 0.0, 1.824514793491518e-13
110SN, 1707.0400000000002, 0.0, 2.5277927604746726e-11
110SN, 2148.0200000000004, 0.0, 8.76972829125308e-14
110SN, 2222.04, 0.0, 1.7727227495286829e-12
110SN, 2253.04, 0.0, 1.4992414115208528e-12
110SN, 2278.02, 0.0, 8.093300670125909e-14
110SN, 2283.02, 0.0, 8.093300670125909e-14
110SN, 2289.03, 0.0, 1.4973996335054713e-13
110SN, 2290.03, 0.0, 1.4973996335054713e-13
110SN, 2367.04, 0.0, 1.1091279078271127e-12
110SN, 2516.04, 0.0, 7.586233425153289e-13
110SN, 2587.0200000000004, 0.0, 6.721318066149966e-14
110SN, 2658.04, 0.0, 5.55453128185654e-13
110SN, 2680.0200000000004, 0.0, 6.61081048651146e-14
110SN, 2701.03, 0.0, 1.078753043300118e-13
110SN, 2702.03, 0.0, 1.078753043300118e-13
110SN, 2859.02, 0.0, 6.307733175850502e-14
110SN, 2919.04, 0.0, 3.6976122515589005e-13
110SN, 2928.03, 0.0, 9.857013850784712e-14
110SN, 2929.03, 0.0, 9.857013850784712e-14
110SN, 2962.03, 0.0, 9.688991622751494e-14
110SN, 2963.03, 0.0, 9.688991622751494e-14
110SN, 2985.02, 0.0, 6.223049606693769e-14
110SN, 3016.04, 0.0, 3.2405078618550607e-13
110SN, 3017.02, 0.0, 6.194936064941176e-14
110SN, 3038.0399999999995, 0.0, 3.0496777876106195e-13
110SN, 3039.03, 0.0, 9.411363735022448e-14
110SN, 3040.03, 0.0, 9.411363735022448e-14
110SN, 3074.0399999999995, 0.0, 3.0496777876106195e-13
110SN, 3133.03, 0.0, 9.29809234213872e-14
110SN, 3134.03, 0.0, 9.29809234213872e-14
110SN, 3151.0399999999995, 0.0, 2.728339717720207e-13
110SN, 3161.02, 0.0, 6.157268072029934e-14
110SN, 3164.03, 0.0, 9.199714270339777e-14
110SN, 3165.03, 0.0, 9.199714270339777e-14
110SN, 3218.02, 0.0, 6.158420255426647e-14
110SN, 3250.03, 0.0, 9.040876282896544e-14
110SN, 3251.03, 0.0, 9.040876282896544e-14
110SN, 3291.04, 0.0, 2.358337359011107e-13
110SN, 3321.0200000000004, 0.0, 6.179233542057829e-14
110SN, 3337.04, 0.0, 2.2577071993551483e-13
110SN, 3368.03, 0.0, 8.925997164399723e-14
110SN, 3369.03, 0.0, 8.925997164399723e-14
110SN, 3374.0200000000004, 0.0, 6.19785270150659e-14
110SN, 3383.04, 0.0, 2.2577071993551483e-13
110SN, 3406.03, 0.0, 8.882752454790823e-14
110SN, 3407.03, 0.0, 8.882752454790823e-14
110SN, 3458.04, 0.0, 2.0836086005064894e-13
110SN, 3477.0399999999995, 0.0, 2.0836086005064894e-13
110SN, 3504.02, 0.0, 6.283046553073691e-14
110SN, 3509.0399999999995, 0.0, 2.0077231481820397e-13
110SN, 3516.03, 0.0, 8.81990615988637e-14
110SN, 3517.03, 0.0, 8.81990615988637e-14
110SN, 3548.03, 0.0, 8.799272180260151e-14
110SN, 3549.03, 0.0, 8.799272180260151e-14
110SN, 3579.04, 0.0, 1.938483159770284e-13
110SN, 3586.02, 0.0, 6.320452822162473e-14
110SN, 3608.04, 0.0, 1.8750340613605285e-13
110SN, 3645.03, 0.0, 8.775925400655982e-14
110SN, 3646.03, 0.0, 8.775925400655982e-14
110SN, 3710.03, 0.0, 8.772533444842798e-14
110SN, 3711.03, 0.0, 8.772533444842798e-14
110SN, 3749.04, 0.0, 1.7136919911999792e-13
110SN, 3778.03, 0.0, 8.773819740069314e-14
110SN, 3779.03, 0.0, 8.773819740069314e-14
110SN, 3859.02, 0.0, 6.616725040964243e-14
110SN, 3936.03, 0.0, 8.801978562449854e-14
110SN, 3937.03, 0.0, 8.818015606076845e-14
110SN, 3948.04, 0.0, 1.550740857344799e-13
110SN, 3957.02, 0.0, 6.738244698668141e-14
110SN, 4067.0299999999997, 0.0, 8.799978032541412e-14
110SN, 4068.0299999999993, 0.0, 8.799978032541412e-14
110SN, 4099.040000000001, 0.0, 1.4497422071714902e-13
110SN, 4124.0199999999995, 0.0, 6.841266753627406e-14
